living the 7 habits : the courage to change,mikroekonomi: teori pengantar edisi ketiga,,,,,,,,,,,,,,,,,,,,,,
metodologi penelitian kesehatan,,,,,,,,,,,,,,,,,,,,,,,
kimia organik,kimia organik edisi ketiga jilid 2,,,,,,,,,,,,,,,,,,,,,,
struktur baja: disain dan perilaku jilid 1 edisi kedua,,,,,,,,,,,,,,,,,,,,,,,
first person plural: my life as a multiple = aku berkepribadian ganda: kehidupan penderita kepribadian ganda,kau aku dan sepucuk angpau merah,penatausahaan dan akuntansi keuangan daerah untuk skpd buku 1 edisi 2,penjahit dari khair khana,rich dad poor dad: apa yang diajarkan orang kaya pada anak-anak mereka tentang uang-yang tidak diajarkan oleh orang miskin dan kelas menengah!,,,,,,,,,,,,,,,,,,,
metodologi penelitaian kualitatif : panduan penelitian beserta contoh proposal kualitatif,paradigma penelitian kualitatif edisi revisi,penelitian kuantitatif: komunikasi ekonomi kebijakan publik dan ilmu sosial lainnya,strategi komunikasi: sebuah analisis teori dan praktis di era global,,,,,,,,,,,,,,,,,,,,
managerial economics ekonomi manajerial dalam perekonomian global buku 2 edisi kelima,manajerial ekonomi-ekonomi manajerial,,,,,,,,,,,,,,,,,,,,,,
teori dan politik konstitusi,,,,,,,,,,,,,,,,,,,,,,,
pendidikan pancasila dan kewarganegaraan di perguruan tinggi,,,,,,,,,,,,,,,,,,,,,,,
16 strategi lulus ujian toefl,9 things successful people do differently,a quick and effective strategy to understand structure & written expression toefl test ( kupas tuntas strategi cepat & efektif memahami soal structure & written expression ),getting work done: prioritize your work be more efficient take control of your time,preparation & strategies for toefl : persiapan & kiat jitu listening test pbt & cbt.,,,,,,,,,,,,,,,,,,,
kalkulus,kalkulus schaums easy outlines: belajar super cepat (soal-soal lengkap dengan jawabannya untuk setiap topik berbagai tip dari pakar untuk menuasai kalkulus segala hal yang perlu anda ketahui untuk lulus ujian),kalkulus: edisi kedelapan jilid 1,,,,,,,,,,,,,,,,,,,,,
pemimpin dan kepemimpinan,,,,,,,,,,,,,,,,,,,,,,,
dunia dalam genggaman bung karno,filsafat hukum: perspektif historis,hatta: si bung yang jujur & sederhana,teori-teori hukum: klasik & kontemporer,,,,,,,,,,,,,,,,,,,,
filsafat politik: plato aristoteles augustinus machiavelli,,,,,,,,,,,,,,,,,,,,,,,
statistik deskriptif: konsep dan aplikasi dengan microsoft excel dan spss,,,,,,,,,,,,,,,,,,,,,,,
morpologi bahasa indonesia (pendekatan proses),,,,,,,,,,,,,,,,,,,,,,,
javascript,,,,,,,,,,,,,,,,,,,,,,,
life-span development = perkembangan masa-hidup edisi ketigabelas jilid 1,psikologi pendidikan ( educational psychology ) (edisi 3 buku 1),,,,,,,,,,,,,,,,,,,,,,
psikologi sosial edisi 2,,,,,,,,,,,,,,,,,,,,,,,
anatomi fisiologi untuk mahasiswa keperawatan,anatomi tubuh manusia,at a glance anatomi,fisiologi dan anatomi modern untuk perawat ( edisi 2 ),fisiologi tubuh manusia untuk mahasiswa keperawatan edisi 2,,,,,,,,,,,,,,,,,,,
human physiology : the mechanisms of body function,physiology,physiology of the human body; third edition.,principles of anatomy & physiology 13th edition,,,,,,,,,,,,,,,,,,,,
riset operasi suatu pengantar,,,,,,,,,,,,,,,,,,,,,,,
dasar-dasar ilmu tanah,,,,,,,,,,,,,,,,,,,,,,,
dasar-dasar ekonomika pembangunan edisi 5,ekonomi pembangunan edisi 5,,,,,,,,,,,,,,,,,,,,,,
123 langkah cepat menguasai autocad 2d,16 strategi lulus ujian toefl,a quick and effective strategy to understand structure & written expression toefl test ( kupas tuntas strategi cepat & efektif memahami soal structure & written expression ),buku seri persiapan ibt toefl tes kosakata: mastering ibt toefl exam vocabulary,fisika edisi kelima jilid 1,fisika: prinsip dan aplikasi edisi ketujuh jilid 1,kimia dasar: konsep-konsep inti edisi ketiga jilid 1,solid works: alat bantu merancang komponen dengan mudah,,,,,,,,,,,,,,,,
kepemimpinan budaya organisasi dan manajemen strategik,psikolgi: suatu pengantar dalam perspektif islam,strategi taktis pendidikan karakter (untuk paud dan sekolah),,,,,,,,,,,,,,,,,,,,,
managerial economics ekonomi manajerial dalam perekonomian global buku 2 edisi kelima,penganggaran perusahaan edisi 3,,,,,,,,,,,,,,,,,,,,,,
gasoline and diesel fuel additivies volume 25,,,,,,,,,,,,,,,,,,,,,,,
dasar dasar bimbingan dan konseling,konsep dasar bimbingan kelompok,pengantar pelaksanaan program bimbingan dan konseling di sekolah,,,,,,,,,,,,,,,,,,,,,
mekanika fluida & hidrolika,mekanika fluida : edisi delapan jilid 1,mekanika fluida: edisi kedua jilid 1,,,,,,,,,,,,,,,,,,,,,
kebijakan publik ( buku materi pokok adpu 4410/3sks/modul 1- 9 ),,,,,,,,,,,,,,,,,,,,,,,
belajar dan pembelajaran,filsafat pendidikan ; teori klasik hingga postmodernisme dan problematikanya di indonesia,,,,,,,,,,,,,,,,,,,,,,
hukum perdata internasional indonesia: jilid iii bagian i buku ke- 7,hukum perdata islam di indonesia,,,,,,,,,,,,,,,,,,,,,,
managerial economics ekonomi manajerial dalam perekonomian global buku 2 edisi kelima,manajemen lembaga keuangan edisi ketiga,manajemen pemasaran,operations research jilid 1,,,,,,,,,,,,,,,,,,,,
elemen mesin ; disain dan kalkulasi dari sambungan bantalan dan poros edisi kedua jilid 1,mekanika fluida: edisi keempat jilid 1,,,,,,,,,,,,,,,,,,,,,,
psikologi perkembangan,psikologi perkembangan anak & remaja,psikologi perkembangan: suatu pendekatan sepanjang rentang kehidupan edisi kelima,,,,,,,,,,,,,,,,,,,,,
modul pemrograman web html php & mysql,,,,,,,,,,,,,,,,,,,,,,,
membuat reagen kimia di laboratorium,,,,,,,,,,,,,,,,,,,,,,,
biografi gus dur: the authorized biography of abdurrahman wahid,dunia dalam genggaman bung karno,history of the arabs rujukan induk dan paling otoritatif tentang sejarah peradaban islam,opini: i dasawarsa reformasi buku i (1999-2001),turkey islamists and democracy: transition and globalization in a muslim state,,,,,,,,,,,,,,,,,,,
belajar & pembelajaran: pengembangan wacana dan praktik pembelajaran dalam pembangunan nasional,mendasain model pemebelajaran inovatif-prograsif,panduan praktis penelitian kualitatif,,,,,,,,,,,,,,,,,,,,,
pendidikan kewargaan (civic education): demokrasi  hak asasi manusia & masyarakat madani,,,,,,,,,,,,,,,,,,,,,,,
kimia organik,termodinamika,,,,,,,,,,,,,,,,,,,,,,
anatomy of seed plants,,,,,,,,,,,,,,,,,,,,,,,
wajah dan dinamika pendidikan anak bangsa,,,,,,,,,,,,,,,,,,,,,,,
pengantar ilmu hukum,,,,,,,,,,,,,,,,,,,,,,,
corporate social responsibility from charity to sustainability,perspektif budaya: kumpulan tulisan koentjaraningrat memorial lectures i-v/2004-2008,pokok- pokok antropologi budaya,sosiologi untuk masyarakat indonesia,,,,,,,,,,,,,,,,,,,,
prosedur statistik untuk penelitian pertanian edisi kedua,,,,,,,,,,,,,,,,,,,,,,,
geologi dasar,mekanika batuan,pemetaan geologi: penuntun praktis untuk geologist pemula,,,,,,,,,,,,,,,,,,,,,
hama dan penyakit tanaman,kunci determinasi serangga: program nasional pelatihan dan pengembangan pengendalian hama terpadu,penyakit-penyakit tanaman hortikultura di indonesia,senarai istilah-istilah mikologi,,,,,,,,,,,,,,,,,,,,
evaluasi proyek,,,,,,,,,,,,,,,,,,,,,,,
analisis struktur jilid 1,,,,,,,,,,,,,,,,,,,,,,,
pedoman penyelenggaraan perpustakaan sekolah,,,,,,,,,,,,,,,,,,,,,,,
pendidikan pancasila,,,,,,,,,,,,,,,,,,,,,,,
akuntansi perpajakan,desain tekstil menggunakan adobe photoshop,evaluasi proyek: uraian singkat dan soal jawab,mengenal gunungapi: bencana dan manfaat hasil letusannya,,,,,,,,,,,,,,,,,,,,
operasi teknik kimia jilid i,,,,,,,,,,,,,,,,,,,,,,,
mekanisme dan dinamika mesin edisi revisi,schaums outlines: kalkulus lanjut: edisi kedua,,,,,,,,,,,,,,,,,,,,,,
metodologi penelitian kualitatif edisi revisi,sosiologi untuk kesehatan,,,,,,,,,,,,,,,,,,,,,,
pengantar teknologi minyak  dan lemak pangan,,,,,,,,,,,,,,,,,,,,,,,
folklor amerika cermin multikultural yang manunggal,,,,,,,,,,,,,,,,,,,,,,,
dasar-dasar matematika ekonomi edisi keempat jilid 1,epistemologi dasar: pengantar filsafat pengetahuan,era baru manajemen : new era of management buku 1,filsafat politik: plato aristoteles augustinus machiavelli,ilmu budaya dasar,ilmu makroekonomi,makroekonomi,pengantar filsafat ilmu,principles of economics (pengantar ekonomi mikro) edisi 3,,,,,,,,,,,,,,,
kalkulus dan geometri analitis jilid 1 edisi kelima,,,,,,,,,,,,,,,,,,,,,,,
hukum pajak edisi 5,,,,,,,,,,,,,,,,,,,,,,,
geology and engineering third edition,jaringan komputer,rekayasa perangkat lunak,,,,,,,,,,,,,,,,,,,,,
bahasa indonesia bahasa kita akan diganti dengan bahasa inggris? sekumpulan pandangan dan pendapat,bahasa indonesia menjelang tahun 2000,buku praktis bahasa indonesia 2,sejarah kebudayaan indonesia: bahasa sastra dan aksara,,,,,,,,,,,,,,,,,,,,
geologi dasar,geologi umum: bagian kedua,,,,,,,,,,,,,,,,,,,,,,
buku materi pokok paki 4352/3sks/modul 1-9: matematika kimia,kimia dasar: prinsip-prinsip & aplikasi modern edisi kesembilan jilid 1,schaums outline : kimia untuk pemula edisi ketiga,,,,,,,,,,,,,,,,,,,,,
etika administrasi negara,sistem hukum indonesia: prinsip-prinsip & implementasi hukum di indonesia,teori organisasi edisi 3,,,,,,,,,,,,,,,,,,,,,
tinjauan kultural terhadap kepustakawanan; inspirasi dari sebuah karya umberto eco,,,,,,,,,,,,,,,,,,,,,,,
pembangunan ekonomi edisi kesebelas jilid 2,,,,,,,,,,,,,,,,,,,,,,,
dasar & struktur ketatanegaraan indonesia edisi revisi,hukum kewarganegaraan dan keimigrasian indonesia.,,,,,,,,,,,,,,,,,,,,,,
100 tahun tambang batu bara di tanjung enim,mekanika batuan,,,,,,,,,,,,,,,,,,,,,,
geometri: schaums easy outlines: belajar super cepat,matematika universitas: schaums easy outlines: belajar super cepat,politik indonesia: transisi menuju demokrasi,,,,,,,,,,,,,,,,,,,,,
dasar-dasar logika,jack ma: sisi-sisi tak terduga sang godfather bisnis china,psikologi sosial edisi 2,the gifts of imperfection: kekuatan menerima diri apa adanya,,,,,,,,,,,,,,,,,,,,
adaptasi ikan sepatung (pristolepis grootii) dalam wadah budidaya,fisiologi ikan: dasar pengembangan teknik perikanan,hbrâs 10 must reads: on innovation,langkah jitu membuat kompos dari kotoran ternak & sampah,machine learning: hands-on for developers and technical professionals,,,,,,,,,,,,,,,,,,,
strategi management practice: readings in strategic management,,,,,,,,,,,,,,,,,,,,,,,
pendidikan pancasila,,,,,,,,,,,,,,,,,,,,,,,
kalkulus schaums easy outlines: belajar super cepat (soal-soal lengkap dengan jawabannya untuk setiap topik berbagai tip dari pakar untuk menuasai kalkulus segala hal yang perlu anda ketahui untuk lulus ujian),kalkulus: edisi kesembilan jilid i,,,,,,,,,,,,,,,,,,,,,,
pengantar bisnis edisi kesepuluh,,,,,,,,,,,,,,,,,,,,,,,
hukum administrasi negara,hukum internasional : pengertian peranan dan fungsi dalam era dinamika global edisi ke-2 2005,ilmu hukum,metode penelitian hukum,pengantar ilmu hukum,pengantar ilmu hukum dan tata hukum indonesia,rangkuman intisari ilmu hukum,seri hukum harta kekayaan: hak-hak atas tanah,teori hans kelsen; tentang hukum,tiga uud republik indonesia: uud ri 1945 hasil amandemen konstitusi ris 1950 uud sementara ri 1950,,,,,,,,,,,,,,
catatan seorang demonstran,,,,,,,,,,,,,,,,,,,,,,,
pengantar ilmu politik: wawasan pemikiran dan kegunaannya edisi revisi,,,,,,,,,,,,,,,,,,,,,,,
dasar ternak unggas,,,,,,,,,,,,,,,,,,,,,,,
kimia dasar: prinsip-prinsip & aplikasi modern edisi kesembilan jilid 1,,,,,,,,,,,,,,,,,,,,,,,
penelitian desain dan pengembangan kependidikan (konsep prosedur dan sintesis pengetahuan baru),,,,,,,,,,,,,,,,,,,,,,,
kalkulus: edisi kesembilan jilid i,schaums outlines: kalkulus edisi keempat,,,,,,,,,,,,,,,,,,,,,,
analisis kimia kuantitatif edisi keenam,kimia untuk universitas edisi keenam jilid 1,termodinamika teknik: edisi 4 jilid 1,,,,,,,,,,,,,,,,,,,,,
fundamental keperawatan ( fundamentals of nursing ) buku 2 edisi 7,,,,,,,,,,,,,,,,,,,,,,,
ekonomi pembangunan; problematika dan pendekatan,,,,,,,,,,,,,,,,,,,,,,,
filsafat pendidikan ; teori klasik hingga postmodernisme dan problematikanya di indonesia,kalkulus i,pengantar pendidikan,pengantar pendidikan ; telaah pendidikan secara global dan nasional,,,,,,,,,,,,,,,,,,,,
microbiological methods,outliers: the story of success malcom gladwell (author of the tipping point and blink),,,,,,,,,,,,,,,,,,,,,,
manajemen keuangan edisi revisi dilengkapi soal jawab,manajemen pemasaran edisi 12 jilid 2,penganggaran korporasi: suatu pendekatan terintegratif,,,,,,,,,,,,,,,,,,,,,
athirah: sebuah novel,statistika deskriptif & induktif,,,,,,,,,,,,,,,,,,,,,,
hukum kerja : hukum ketenagakerjaan bidang hubungan kerja edisi revisi,kalkulus: edisi kedelapan jilid 1,,,,,,,,,,,,,,,,,,,,,,
pedoman umum pembentukan istilah,,,,,,,,,,,,,,,,,,,,,,,
aplikasi pemuliabiakan ternak di lapangan,biokimia: schaums easy outlines: belajar super cepat,,,,,,,,,,,,,,,,,,,,,,
manajamen agribisnis,,,,,,,,,,,,,,,,,,,,,,,
kimia dasar: prinsip-prinsip & aplikasi modern edisi kesembilan jilid 1,kimia organik : suatu kuliah singkat edisi kesebelas,kimia untuk universitas edisi keenam jilid 1,,,,,,,,,,,,,,,,,,,,,
interactions access : a communicative grammar,time & space a basic reader second edition,,,,,,,,,,,,,,,,,,,,,,
athirah: sebuah novel,,,,,,,,,,,,,,,,,,,,,,,
biologi molekuler sel,,,,,,,,,,,,,,,,,,,,,,,
kepemimpinan dan perilaku organisasi edisi kedua,,,,,,,,,,,,,,,,,,,,,,,
barrons : how to prepare for the toefl ibt test of english as a foreign language internet-based test,,,,,,,,,,,,,,,,,,,,,,,
perempuan selalu ingat kumpulan sajak: dian rennuati,,,,,,,,,,,,,,,,,,,,,,,
biokimia: teknik penelitian,fisiologi mikroba,tanaman obat indonesia buku 2,,,,,,,,,,,,,,,,,,,,,
micro teaching: disertai dengan pedoman pengalaman lapangan,strategi belajar mengajar: micro teaching,,,,,,,,,,,,,,,,,,,,,,
fisika modern ( teori dan soal-soal),,,,,,,,,,,,,,,,,,,,,,,
biologi laut: ilmu pengetahuan tentang biota laut,ekologi lingkungan hidup dan pembangunan,metodologi penelitian pendidikan: kompetensi dan praktiknya,,,,,,,,,,,,,,,,,,,,,
akuntansi keuangan lanjutan di indonesia buku 1,,,,,,,,,,,,,,,,,,,,,,,
d1-3035 : desain interior iii,filsafat ilmu: suatu kajian dalam dimensi ontologis epistemologis dan aksiologis,hukum perlindungan anak,kunci determinasi serangga: program nasional pelatihan dan pengembangan pengendalian hama terpadu,ms-2241 termodinamika teknik ii,solar engineering technology,,,,,,,,,,,,,,,,,,
kalkulus edisi kesembilan jilid 1,,,,,,,,,,,,,,,,,,,,,,,
kamus filsafat islam,,,,,,,,,,,,,,,,,,,,,,,
komunikasi pembangunan perubahan sosial: perspektif dominan kaji ulang dan teori kritis,,,,,,,,,,,,,,,,,,,,,,,
fisika dasar: edisi 7 jilid 1,,,,,,,,,,,,,,,,,,,,,,,
berbahasa indonesia dengan benar,,,,,,,,,,,,,,,,,,,,,,,
buku ajar patologi i (umum),dasar farmakologi terapi,,,,,,,,,,,,,,,,,,,,,,
ekonomika makro,,,,,,,,,,,,,,,,,,,,,,,
the star thief,,,,,,,,,,,,,,,,,,,,,,,
bimbingan & konseling dalam berbagai latar kehidupan,komunikasi dan konseling : aplikasi dalam sarana pelayanan kesehatan untuk perawat dan bidan,pengantar psikologi umum,,,,,,,,,,,,,,,,,,,,,
essential grammar in use: a self-study reference and practice book for elementary students of english,pendidikan kewarganegaraan untuk perguruan tinggi: berdasarkan sk dirjen dikti no. 267/dikti/kep/2000 edisi reformasi 2000,,,,,,,,,,,,,,,,,,,,,,
why dont students like school?,,,,,,,,,,,,,,,,,,,,,,,
grammar dialogues: an interactive approach,understanding and using english grammar edisi inggris-indonesia,,,,,,,,,,,,,,,,,,,,,,
filsafat pendidikan ; teori klasik hingga postmodernisme dan problematikanya di indonesia,matematika diskrit,pendidikan kewarga(negara)an (civil education): pancasila demokrasi ham dan masyarakat madani (edisi revisi),,,,,,,,,,,,,,,,,,,,,
perilaku organisasi: konsep dasar dan aplikasinya,,,,,,,,,,,,,,,,,,,,,,,
fisika: prinsip dan aplikasi edisi ketujuh jilid 1,,,,,,,,,,,,,,,,,,,,,,,
a fierce heart: finding stremoth courage and wisdom in any moment,among the living and the dead: a tale of exile and homecoming on the war roads of europe,everyday emotional intelligence: big ideas and practical advice on how to be human at work,tears of salt: a doctors story,the star thief,white working class : overcomming class cluelessness in america,,,,,,,,,,,,,,,,,,
anatomi & fisiologi manusia,,,,,,,,,,,,,,,,,,,,,,,
membangun masyarakat memberdayakan rakyat: kajian strategis pembangunan kesejahteraan sosial & pekerjaan sosial,pengantar pendidikan,pengantar pendidikan ; telaah pendidikan secara global dan nasional,,,,,,,,,,,,,,,,,,,,,
melacak sejarah kuno indonesia lewat prasasti : tracing ancient indonesian history through inscriptions,,,,,,,,,,,,,,,,,,,,,,,
human development: perkembangan manusia edisi 10 buku 2,life-span development = perkembangan masa-hidup edisi ketigabelas jilid 2,pengantar psikologi: understanding psyschology buku 2,psikologi klinis: pengantar terapan mikro & makro,psikologi pendidikan = educational psychology edisi 3 buku 1,psikologi perkembangan: suatu pendekatan sepanjang rentang kehidupan edisi kelima,psikologi sosial jilid 2 edisi kesepuluh,,,,,,,,,,,,,,,,,
the high risk foot in diabetes mellitus,,,,,,,,,,,,,,,,,,,,,,,
a quick and effective strategy to understand structure & written expression toefl test ( kupas tuntas strategi cepat & efektif memahami soal structure & written expression ),langkah-langkah taktis mempersiapkan toefl,panduan praktis penelitian kualitatif,pengantar kajian sastra,,,,,,,,,,,,,,,,,,,,
hukum adat indonesia,,,,,,,,,,,,,,,,,,,,,,,
ejaan yang disempurnakan (kep. mendikbud no.0543a th.1987),kimia dasar: konsep-konsep inti edisi ketiga jilid 1,mari belajar bahasa inggris jilid 1,seputar tata bahasa baku bahasa indonesia,,,,,,,,,,,,,,,,,,,,
hak kekayaan intelektual dan pengetahuan tradisional,metode penelitian kualitatif: untuk ilmu-ilmu sosial,metodologi penelitian kuantitatif: komunikasi ekonomi dan kebijakan publik serta ilmu-ilmu sosial lainnya: edisi kedua,,,,,,,,,,,,,,,,,,,,,
catatan seorang demonstran,jejak-jejak pahlawan: perekat kesatuan bangsa indonesia,,,,,,,,,,,,,,,,,,,,,,
pengantar ilmu hukum,,,,,,,,,,,,,,,,,,,,,,,
filsafat pendidikan ; teori klasik hingga postmodernisme dan problematikanya di indonesia,fisika edisi kelima jilid 1,fisika teknik: buku acuan untuk siswa sekolah menengah kejuruan,fisika: untuk sains dan teknik; jilid 1,guru profesional: implementasi kurikulum tingkat satuan pendidikan ( ktsp ) dan sukses dalam sertifikasi guru,kalkulus: edisi kesembilan jilid i,landasan pendidikan konsep dan aplikasinya,matematika dasar untuk perguruan tinggi edisi revisi,pengantar pendidikan,,,,,,,,,,,,,,,
university physics second edition with suplementary problems,,,,,,,,,,,,,,,,,,,,,,,
etika & profesi kependidikan,guru profesional: implementasi kurikulum tingkat satuan pendidikan ( ktsp ) dan sukses dalam sertifikasi guru,pengantar metode penelitian,profesi keguruan,prosedur penelitian: suatu pendekatan praktik,,,,,,,,,,,,,,,,,,,
fisika edisi kelima jilid 1,fisika: prinsip dan aplikasi edisi ketujuh jilid 1,kimia dasar: konsep-konsep inti edisi ketiga jilid 1,kimia organik,kimia organik: edisi ketiga jilid 1,matematika teknik jilid 1 edisi kelima,,,,,,,,,,,,,,,,,,
sistem pemerintahan indonesia edisi revisi,,,,,,,,,,,,,,,,,,,,,,,
ensiklopedia: 25 nabi & rasul,pengantar filsafat,,,,,,,,,,,,,,,,,,,,,,
dasar-dasar ilmu tanah: konsep dan kenyataan,dasar-dasar pengendalian penyakit tanamanâ,pengantar pengendalian hayati penyakit tanaman: suplemen ke gulma dan nematoda,teknologi benih,,,,,,,,,,,,,,,,,,,,
ilmu sosial dasar: teori dan konsep ilmu sosial,makro sosiologi sebuah pendekatan terhadap realitas sosial edisi kedua,mkdu: ilmu sosial dasar,pokok- pokok antropologi budaya,,,,,,,,,,,,,,,,,,,,
paradigma baru pendidikan: pendidikan kewarganegaraan panduan kuliah di perguruan tinggi edisi kedua,,,,,,,,,,,,,,,,,,,,,,,
paradigma baru pendidikan: pendidikan kewarganegaraan panduan kuliah di perguruan tinggi edisi kedua,,,,,,,,,,,,,,,,,,,,,,,
biologi sel edisi 6,biologi sel: sebuah perspektif memahami sistem kehidupan,,,,,,,,,,,,,,,,,,,,,,
ekonomi koperasi: teori dan manajemen,kasus-kasus keuangan: cases in finance,managerial economics ekonomi manajerial dalam perekonomian global buku 1 edisi kelima,manajemen keuangan 1,manajemen strategik konsep dan aplikasi,operation management: manajemen operasi buku 2 edisi 9,sistem informasi manajemen,,,,,,,,,,,,,,,,,
perkembangan peserta didik: mata kuliah dasar profesi (mkdp) bagi para mahasiswa calon guru di lembaga pendidikan tenaga kependidikan (lptk),,,,,,,,,,,,,,,,,,,,,,,
ekonomi pembangunan dan perencanaan,metodologi penelitian sosial,tanya jawab ilmu budaya dasar,,,,,,,,,,,,,,,,,,,,,
teori kepribadian: theories of personality buku 1 edisi 7,,,,,,,,,,,,,,,,,,,,,,,
16 strategi lulus ujian toefl,pendidikan kewargaan (civic education): demokrasi  hak asasi manusia & masyarakat madani,trips-wto & hukum hki indonesia: kajian perlindungan hak cipta seni batik tradisional indonesia,,,,,,,,,,,,,,,,,,,,,
metode dan strategi pembelajaran bahasa inggris,,,,,,,,,,,,,,,,,,,,,,,
dasar-dasar teknik mesin,,,,,,,,,,,,,,,,,,,,,,,
filsafat ilmu: suatu kajian dalam dimensi ontologis epistemologis dan aksiologis,,,,,,,,,,,,,,,,,,,,,,,
the american political system,,,,,,,,,,,,,,,,,,,,,,,
mikroekonomi: teori pengantar edisi ketiga,,,,,,,,,,,,,,,,,,,,,,,
penelitian kualitatif; komunikasi ekonomi kebijakan publik dan ilmu sosial lainnya,,,,,,,,,,,,,,,,,,,,,,,
biopsikologi: biological psychology buku 1 edisi 9,life-span development = perkembangan masa-hidup edisi ketigabelas jilid 1,psikologi perkembangan: suatu pendekatan sepanjang rentang kehidupan edisi kelima,psikologi umum : sebuah pandangan apresiatif buku 1,,,,,,,,,,,,,,,,,,,,
algoritma & pemrograman menggunakan java,,,,,,,,,,,,,,,,,,,,,,,
asas-asas kurikulum,cara belajar yang sukses di perguruan tinggi,metode penelitian sosial dan pendidikan: teori - aplikasi,,,,,,,,,,,,,,,,,,,,,
fisika: prinsip dan aplikasi edisi ketujuh jilid 1,,,,,,,,,,,,,,,,,,,,,,,
buku praktis bahasa indonesia 1,,,,,,,,,,,,,,,,,,,,,,,
geometri: schaums easy outlines: belajar super cepat,kalkulus schaums easy outlines: belajar super cepat (soal-soal lengkap dengan jawabannya untuk setiap topik berbagai tip dari pakar untuk menuasai kalkulus segala hal yang perlu anda ketahui untuk lulus ujian),kalkulus thomas edisi ketiga belas jilid 1,kelinci potong & hias,matematika dasar teori dan aplikasi praktis; edisi ketiga,partai politik pun berguguran,pendidikan kewargaan (civic education): demokrasi  hak asasi manusia & masyarakat madani,pengadilan hak asasi manusia di indonesia,,,,,,,,,,,,,,,,
kesehatan mental: konsep cakupan dan perkembangannya,,,,,,,,,,,,,,,,,,,,,,,
manajemen keperawatan : aplikasi dalam praktik keperawatan profesional edisi 3,patofisiologi paru esensial,pendidikan dan perilaku kesehatan,ramuan tradisional untuk pengobatan diabetes mellitus,,,,,,,,,,,,,,,,,,,,
kimia organik dasar,,,,,,,,,,,,,,,,,,,,,,,
aplikasi manajemen perusahaan; analisis kasus dan pemecahannya ( edisi 3 ),hukum surat berharga dan perkembangannya di indonesia,,,,,,,,,,,,,,,,,,,,,,
pengantar pendidikan : sebuah studi awal tentang dasar- dasar pendidikan pada umumnya dan pendidikan di indonesia,,,,,,,,,,,,,,,,,,,,,,,
filsafat pendidikan ; teori klasik hingga postmodernisme dan problematikanya di indonesia,komputasi simbolik: fisika mekanika: berbasis maple: vektor mekanika gerak gaya enegi dan momentum,pengantar fisika 1,,,,,,,,,,,,,,,,,,,,,
ekologi energi: mengenali dampak lingkungan dalam pemanfaatan sumber-sumber energi,geologi umum: bagian kedua,geologi untuk perencanaan,,,,,,,,,,,,,,,,,,,,,
geologi umum: bagian pertama,,,,,,,,,,,,,,,,,,,,,,,
fisika edisi kelima jilid 1,kimia organik dasar,matematika teknik jilid 1 edisi kelima,,,,,,,,,,,,,,,,,,,,,
dasar-dasar teknik mesin,struktur baja: desain dan perilaku  1,,,,,,,,,,,,,,,,,,,,,,
solusi jk: logis spontan tegas dan jenaka,,,,,,,,,,,,,,,,,,,,,,,
aneka proyek mikrokontroler: panduan utama untuk riset/tugas akhir,dasar- dasar proteksi radiasi,fisika kedokteran,fisika nuklir untuk kesehatan,fisika superluminal: sebuah kajian terlarang dalam dunia fisika,manual kedokteran darurat (manual of emergency medicine),pembangkitan energi listrik; edisi kedua,,,,,,,,,,,,,,,,,
raise you up: discover and shaping a change-leadership into yourself,,,,,,,,,,,,,,,,,,,,,,,
logika hubungan internasional persepsi nasional 1,,,,,,,,,,,,,,,,,,,,,,,
metode penelitian kualitatif dan kuantitatif edisi 2,,,,,,,,,,,,,,,,,,,,,,,
ilmu komunikasi,komunikasi pembangunan perubahan sosial: perspektif dominan kaji ulang dan teori kritis,memadu metode penelitian: kualitatif dan kuantitatif,perilaku konsumen  jilid edisi kelima,perilaku konsumen edisi ketujuh,prinsip-prinsip pemasaran: edisi 12 jilid 1,teori komunikasi,,,,,,,,,,,,,,,,,
seri fisika dasar mekanika,surat dari & untuk pemimpin,,,,,,,,,,,,,,,,,,,,,,
memecahkan kasus statistik : deskriptif parametrik dan non-parametrik dengan spss 12,teori komunikasi: sejarah metode dan terapan di dalam media massa ( edisi kelima ),,,,,,,,,,,,,,,,,,,,,,
"farmakologi dasar dan klinik = 
basic & clinical pharmacology",,,,,,,,,,,,,,,,,,,,,,,
pemrograman web dengan php,,,,,,,,,,,,,,,,,,,,,,,
laut nusantara,mikrobiologi kedokteran edisi 20,,,,,,,,,,,,,,,,,,,,,,
a wrinkle in time,refleksi sam santoso when i am getting older,,,,,,,,,,,,,,,,,,,,,,
i like me!,psikologi perkembangan: suatu pendekatan sepanjang rentang kehidupan edisi kelima,psikologi umum : sebuah pandangan apresiatif buku 1,,,,,,,,,,,,,,,,,,,,,
periodisasi sejarah sriwijaya: bermula di minanga komering ulu sumatera selatan berjaya di palembang berakhir di jambi,,,,,,,,,,,,,,,,,,,,,,,
mozaik teknologi pendidikan,,,,,,,,,,,,,,,,,,,,,,,
manajemen edisi kedelapan/jilid 1,manajemen sumber daya manusia,,,,,,,,,,,,,,,,,,,,,,
akuntansi biaya ( cost accounting ) buku 2,,,,,,,,,,,,,,,,,,,,,,,
hak kekayaan intelektual dan pengetahuan tradisional,hak kekayaan intelektual; suatu pengantar.,,,,,,,,,,,,,,,,,,,,,,
