pengantar sosiologi politik,,,,,,,,,,,,,,,,,,,,,,,
etika protestan & spirit kapitalisme,geliat irak menuju era pasca saddam : laporan dari lapangan,ide ide: filsafat dan agama dulu dan sekarang,indahnya syariat islam,perang suci: dari perang salib hingga perang teluk,,,,,,,,,,,,,,,,,,,
bangkitnya perekonomian asia timur; satu dekade setelah krisis,penelitian kuantitatif: komunikasi ekonomi kebijakan publik dan ilmu sosial lainnya,,,,,,,,,,,,,,,,,,,,,,
hukum acara pengadilan tata usaha negara : suatu perbandingan,hukum acara peradilan tata usaha negara,,,,,,,,,,,,,,,,,,,,,,
belajar dan pembelajaran,belajar dan pembeljaran: serta pemanfaatan sumber belajar,,,,,,,,,,,,,,,,,,,,,,
evaluasi program pendidikan: pedoman teoretis praktis bagi mahasiswa dan praktisi pendidikan edisi kedua,ilmu ukur tanah (edisi revisi),mekanika teknik 1: statika dan kegunaannya,metodologi penelitian pendidikan: komponen mkdk,,,,,,,,,,,,,,,,,,,,
pengantar bisnis,,,,,,,,,,,,,,,,,,,,,,,
komunikasi pembangunan,,,,,,,,,,,,,,,,,,,,,,,
politik pendidikan,,,,,,,,,,,,,,,,,,,,,,,
pengantar ilmu hukum: suatu pengenalan pertama ruang lingkup berlakunya ilmu hukum buku i,,,,,,,,,,,,,,,,,,,,,,,
beberapa tinjauan mengenai sistem peradilan dan penyelesaian sengketa,ratifikasi konvensi perserikatan bangsa-bangsa tentang penghapusan segala bentuk diskriminasi terhadap wanita dan undang-undang hak-hak asasi manusia,,,,,,,,,,,,,,,,,,,,,,
materi instruksional pendidikan agama islam di perguruan tinggi umum,,,,,,,,,,,,,,,,,,,,,,,
algoritma & pemrograman dalam bahasa pascal dan c,,,,,,,,,,,,,,,,,,,,,,,
matriks teori dan aplikasi: disertai soal dan jawaban,,,,,,,,,,,,,,,,,,,,,,,
perpustakaan dan masyarakat edisi revisi,,,,,,,,,,,,,,,,,,,,,,,
dasar-dasar ekonomi wilayah edisi  2,ekonomi pembangunan edisi 5,pembangunan ekonomi edisi kesebelas jilid 2,,,,,,,,,,,,,,,,,,,,,
kl-2206: hidrologi dan hidrolika modul perhitungan debit andalan sungai,,,,,,,,,,,,,,,,,,,,,,,
teori komunikasi: sejarah metode dan terapan di dalam media massa ( edisi kelima ),teori komunikasi: theories of human communication edisi 9,,,,,,,,,,,,,,,,,,,,,,
makroekonomi: teori pengantar edisi ketiga,strategi belajar mengajar,,,,,,,,,,,,,,,,,,,,,,
1001 cara menghasilkan pupuk organik: membuat pupuk kandang membuat kompos membuat pupuk organik cair,agribisnis tanaman sayur,panduan membuat pupuk kompos cair; untung mengalir dari pupuk kompos cair,penerapan pertanian organik,,,,,,,,,,,,,,,,,,,,
politik indonesia: transisi menuju demokrasi,,,,,,,,,,,,,,,,,,,,,,,
proses belajar mengajar,,,,,,,,,,,,,,,,,,,,,,,
komunikasi politik; konsep teori dan strategi ( edisi revisi 2014 ),politik yang mencari bentuk,,,,,,,,,,,,,,,,,,,,,,
evaluasi kinerja sumber daya manusia: teori aplikasi dan penelitian,,,,,,,,,,,,,,,,,,,,,,,
refleksi sam santoso when i am getting older,,,,,,,,,,,,,,,,,,,,,,,
hukum waris adat,hukum waris buku kesatu,hukum waris tentang pemisahan boedelâ,,,,,,,,,,,,,,,,,,,,,
pengantar ilmu ekonomi (mikroekonomi dan makroekonomi) edisi ketiga,pengantar manajemen,pengantar manajemen edisi pertama,perpajakan: teori dan kasus buku 1 edisi 5,tip & trik excel strategi instan menguasai microsoft excel,,,,,,,,,,,,,,,,,,,
menyusun skripsi & tesis: dilengkapi panduan penjelasan menggunakan microsoft word edisi revisi,,,,,,,,,,,,,,,,,,,,,,,
morpologi bahasa indonesia (pendekatan proses),penyuntingan bahasa indonesia untuk karang-mengarang,,,,,,,,,,,,,,,,,,,,,,
perempuan selalu ingat kumpulan sajak: dian rennuati,tokoh- tokoh gelap ( yang terlupakan ) dalam peristiwa g 30 s,,,,,,,,,,,,,,,,,,,,,,
biologi: edisi kedelapan jilid 1,buku praktis bahasa indonesia 1,fisika: prinsip dan aplikasi edisi ketujuh jilid 1,kimia dasar: konsep-konsep inti edisi ketiga jilid 1,seputar tata bahasa baku bahasa indonesia,,,,,,,,,,,,,,,,,,,
teknologi produksi padi sawah,,,,,,,,,,,,,,,,,,,,,,,
konsep dasar pendidikan anak usia dini,psikologi bermain anak usia dini,,,,,,,,,,,,,,,,,,,,,,
ekonomi lingkungan suatu pengantar edisi pertama,,,,,,,,,,,,,,,,,,,,,,,
matematika diskrit,matematika diskrit revisi keempat,pendidikan pancasila dan kewarganegaraan di perguruan tinggi,,,,,,,,,,,,,,,,,,,,,
aplikasi komputer edisi 3,,,,,,,,,,,,,,,,,,,,,,,
pedoman pelaksanaan pendidikan pancasila pada perguruan tinggi edisi revisi,pendidikan kewarganegaraan: untuk pendidikan tinggi,pokok- pokok antropologi budaya,,,,,,,,,,,,,,,,,,,,,
pengantar ilmu hukum,,,,,,,,,,,,,,,,,,,,,,,
akuntansi forensik & auditing investigatif ( edisi 2 ),,,,,,,,,,,,,,,,,,,,,,,
statistika deskriptif: untuk penelitian diliengkapi perhitungan manual dan aplikasi spss versi 17,,,,,,,,,,,,,,,,,,,,,,,
fisika edisi kelima jilid 1,kimia dasar: prinsip-prinsip & aplikasi modern edisi kesembilan jilid 1,,,,,,,,,,,,,,,,,,,,,,
pembangunan ekonomi edisi kesembilan jilid 2,,,,,,,,,,,,,,,,,,,,,,,
buku seri persiapan ibt toefl tes kosakata: mastering ibt toefl exam vocabulary,filsafat pendidikan,geometri: schaums easy outlines: belajar super cepat,matematika diskrit revisi keempat,paradigma baru pendidikan: pendidikan kewarganegaraan panduan kuliah di perguruan tinggi edisi kedua,,,,,,,,,,,,,,,,,,,
pengantar pendidikan : sebuah studi awal tentang dasar- dasar pendidikan pada umumnya dan pendidikan di indonesia,,,,,,,,,,,,,,,,,,,,,,,
antropologi hukum indonesia,pendidikan berbasis masyarakat: upaya menawarkan solusi terhadap berbagai problem sosial,pengantar pendidikan : sebuah studi awal tentang dasar- dasar pendidikan pada umumnya dan pendidikan di indonesia,prosiding seminar hasil program pengembangan diri 2006; bidang ilmu sosiologi; jakarta 17- 18 juli 2006,,,,,,,,,,,,,,,,,,,,
filsafat ilmu,,,,,,,,,,,,,,,,,,,,,,,
environmental science,kimia dasar : konsep-konsep inti edisi ketiga jilid 2,,,,,,,,,,,,,,,,,,,,,,
aku bukan muslimah: jebakan- jebakan yang menghancurkan identitas muslimah,biar kuncupnya mekar jadi bunga: kumpulan kolom ayah,ketika wanita jatuh cinta,manajemen diri muslimah buku 1,panduan fikih perempuan,rahasia ketajaman mata hati,ringan tapi pahalanya gede !,telat menikah tapi bahagia,tomorrow must be better (hari esok harus lebih baik),,,,,,,,,,,,,,,
buku ajar : pendidikan kewarganegaraan,filsafat pendidikan,filsafat pendidikan ; teori klasik hingga postmodernisme dan problematikanya di indonesia,geometri: schaums easy outlines: belajar super cepat,logika dasar; tradisional simbolik dan induktif.,paradigma baru pendidikan: pendidikan kewarganegaraan panduan kuliah di perguruan tinggi edisi kedua,pop-up: rumus matematika sma untuk kelas x xi dan xii,,,,,,,,,,,,,,,,,
best life : menjalani hidup bahagia penuh makna,dinamika perkembangan: pemanfaatan teknologi  informasi dan komunikasi serta implikasinya di masyarakat,the secret: rahasia,,,,,,,,,,,,,,,,,,,,,
ekonomi  pembangunan dan perencanaan,,,,,,,,,,,,,,,,,,,,,,,
filsafat politik,life is easy: mengubah derita menjadi bahagia,,,,,,,,,,,,,,,,,,,,,,
geologi umum: bagian pertama,geologi untuk perencanaan,,,,,,,,,,,,,,,,,,,,,,
komunikasi politik; konsep teori dan strategi ( edisi revisi 2014 ),,,,,,,,,,,,,,,,,,,,,,,
geologi umum: bagian pertama,geologi untuk perencanaan,,,,,,,,,,,,,,,,,,,,,,
first person plural: my life as a multiple = aku berkepribadian ganda: kehidupan penderita kepribadian ganda,ilmu hukum,pengantar ilmu hukum,pengantar ke filsafat hukum,sejarah filsafat barat: kaitannya dengan kondisi sosio- politik zaman kuno hingga sekarang,,,,,,,,,,,,,,,,,,,
kimia dasar: prinsip-prinsip & aplikasi modern edisi kesembilan jilid 1,,,,,,,,,,,,,,,,,,,,,,,
pengantar bisnis edisi kesepuluh,,,,,,,,,,,,,,,,,,,,,,,
pembelajaran berbasis teknologi informasi dan komunikasi: mengembangkan profesionalitas guru,,,,,,,,,,,,,,,,,,,,,,,
biokimia dasar,biokimia dasar edisi revisi,buku ajar farmakologi : efek samping obat,kumpulan kuliah farmakologi : staf pengajar departemen farmakologi fakultas kedokteran universitas sriwijaya edisi 2,pemanasan global: dampak terhadap kehidupan manusia dan usaha penanggulangannya,,,,,,,,,,,,,,,,,,,
asuransi & manajemen resiko,bank dan lembaga keuangan lainnya edisi revisi 2014,,,,,,,,,,,,,,,,,,,,,,
kimia dasar: prinsip-prinsip & aplikasi modern edisi kesembilan jilid 1,kimia organik,,,,,,,,,,,,,,,,,,,,,,
demokrasi dan inklusifitas: refleksi dari forum media dan masyarakat sipil 2019,konsep negara demokrasi,midwinter break,pendidikan kewargaan (civic education): demokrasi  hak asasi manusia & masyarakat madani,schaum s outlines teori dan soal-soal matematika diskret edisi ketiga,schaums outlines: aljabar elementer edisi ketiga,seri penyelesaian soal schaum: matematika diskrit 1,the trivia lovers guide to even more of the world: geography for the global generation,,,,,,,,,,,,,,,,
kau aku dan sepucuk angpau merah,,,,,,,,,,,,,,,,,,,,,,,
filsafat ilmu edisi revisi,ilmu fiqh dan ushul fiqh (sebuah pengantar),mudah belajar bahasa arab,panduan fikih perempuan,,,,,,,,,,,,,,,,,,,,
akuntansi sektor publik: organisasi non laba (edisi 2),,,,,,,,,,,,,,,,,,,,,,,
psikologi sosial,,,,,,,,,,,,,,,,,,,,,,,
kalkulus lanjutan (versi si/metrik),,,,,,,,,,,,,,,,,,,,,,,
mata yang jatuh kasihan,,,,,,,,,,,,,,,,,,,,,,,
pengantar ilmu tanah,,,,,,,,,,,,,,,,,,,,,,,
algoritma (algoritma & struktur data 1) dengan c c++ dan java: teknik-teknik dasar pemrograman komputer,algoritma dan pemrograman dalam bahasa pascal dan c: edisi kedua ke-3: buku 2,algoritma dan struktur data bahasa c,fisika dasar untuk mahasiswa ilmu komputer dan informatika,fisika edisi kedelapan: seri buku schaum teori dan soal-soal,schaums outlines: persamaan diferensial edisi ketiga,,,,,,,,,,,,,,,,,,
sears and zemansky: fisika universitas edisi kesepuluh jilid 1,,,,,,,,,,,,,,,,,,,,,,,
a quick and effective strategy to understand structure & written expression toefl test ( kupas tuntas strategi cepat & efektif memahami soal structure & written expression ),aspek dan prosedur ekspor-impor,mari belajar bahasa inggris jilid 1,pengantar hukum internasional 1 edisi kesepuluh,seri analisis kebijakan fiskal: dinamika kebijakan fiskal merespons ketidakpastian global,transisi energi: suatu tinjauan kebijakan implementasi dan pendanaan,,,,,,,,,,,,,,,,,,
segudang kasiat ragam tanaman ajaib: untuk kesehatan kecantian dan kecerdasan,,,,,,,,,,,,,,,,,,,,,,,
teori dan politik konstitusi,,,,,,,,,,,,,,,,,,,,,,,
pop-up: rumus matematika sma untuk kelas x xi dan xii,,,,,,,,,,,,,,,,,,,,,,,
ilmu makroekonomi,manajemen perbankan,,,,,,,,,,,,,,,,,,,,,,
goodman & gilman dasar farmakologi terapi edisi 10 vol. 2,goodman & gilman dasar farmakologi terapi edisi 10 vol.1,,,,,,,,,,,,,,,,,,,,,,
ilmu komunikasi teori & praktik,,,,,,,,,,,,,,,,,,,,,,,
dasar-dasar ekonomi wilayah edisi  2,,,,,,,,,,,,,,,,,,,,,,,
metdologi penelitian kuantitatif,,,,,,,,,,,,,,,,,,,,,,,
pengambilan keputusan dan sistem informasi,,,,,,,,,,,,,,,,,,,,,,,
sistem pemerintahan indonesia edisi revisi,,,,,,,,,,,,,,,,,,,,,,,
biopsikologi: biological psychology buku 1 edisi 9,,,,,,,,,,,,,,,,,,,,,,,
membangun masyarakat memberdayakan rakyat: kajian strategis pembangunan kesejahteraan sosial & pekerjaan sosial,pedoman pelaksanaan pendidikan pancasila pada perguruan tinggi edisi revisi,,,,,,,,,,,,,,,,,,,,,,
metode penelitian kualitatif dan kuantitatif edisi 2,,,,,,,,,,,,,,,,,,,,,,,
esensi-esensi bahasa pemrograman java revisi keempat,mudah belajar java: revisi kedua,,,,,,,,,,,,,,,,,,,,,,
athirah: sebuah novel,berfikir kritis sebuah pengantar,cinta ruang tunggu dan sajak-sajak lainnya,difficult conversations; craft a clear message manage emotions focus on a solution,filsafat umum edisi revisi,kala langit menurunkan hujan,midwinter break,nyanyian anak cucu : kumpulan puisi 1967-99,pengkajian puisi,psikolinguistik: kajian teoretik,sociolingustic: the study of societies languages,think and grow rich: bestseller legendaris yang mengawali semua bestseller edisi revisi untuk abad ke-21,,,,,,,,,,,,
pengantar ilmu hukum sebuah sketsapengantar ilmu hukum sebuah sketsa,,,,,,,,,,,,,,,,,,,,,,,
management = manajemen edisi 6 buku 2,,,,,,,,,,,,,,,,,,,,,,,
politik indonesia: transisi menuju demokrasi,,,,,,,,,,,,,,,,,,,,,,,
warga negara dan orang asing: berikut peraturan dan contoh-contoh,,,,,,,,,,,,,,,,,,,,,,,
metode penelitian kualitatif: untuk ilmu-ilmu sosial,standar profesional akuntan publik,,,,,,,,,,,,,,,,,,,,,,
lust for life,nineteen eighty-four,,,,,,,,,,,,,,,,,,,,,,
menggunakan excel untuk aplikasi berorientasi bisnis,percakapan bahasa jepang nihongo no kaiwa,sang perintis : dari bumi rumpin menggapai teknologi penerbangan dan antariksa,,,,,,,,,,,,,,,,,,,,,
aku adalah peluru: mahabbah connie rahakundini bakrie dalam jejak peradaban maritim,buku ajar kewirausahaan: cara berpikir dan panduan menjadi entreprenuer,ham: politik hukum & kemunafikan internasional,ilmu budaya dasar: suatu pengantar,kewirausahaan dan manajemen usaha kecil edisi 5 buku 1,kewirausahaan edisi revisi,manusia dalam kebudayaan dan masyarakat: pandangan antropolologi dan sosiologi edisi 2,midwinter break,pengantar statistika i: panduan bagi pengajar dan mahasiswa,pengembangan sikap entrepreneurship dan intrapreneurship,perspektif budaya: kumpulan tulisan koentjaraningrat memorial lectures i-v/2004-2008,sukses di era ekonomi liberal: bagi koperasi & perusahaan kecil-menengah,,,,,,,,,,,,
athirah: sebuah novel,,,,,,,,,,,,,,,,,,,,,,,
toefl test strategies: third edition,,,,,,,,,,,,,,,,,,,,,,,
sears and zemansky: fisika universitas edisi kesepuluh jilid 1,,,,,,,,,,,,,,,,,,,,,,,
makroekonomi: teori pengantar edisi ketiga,,,,,,,,,,,,,,,,,,,,,,,
9 things successful people do differently,dalam bayang lenin : enam pemikir marxisme dari lenin sampai tan malaka,memahami akuntansi dasar (pendekatan teknis siklus akuntansi) edisi 2,,,,,,,,,,,,,,,,,,,,,
dasar-dasar perencanaan ruang edisi kedua,inspirasi rumah sehat di perkotaan: lengkap dengan aneka desain rumah berbagai tipe,,,,,,,,,,,,,,,,,,,,,,
deep in thought: a thematic approach to thinking and writing well,developing arguments: strategies for reaching audiences,everyday emotional intelligence: big ideas and practical advice on how to be human at work,,,,,,,,,,,,,,,,,,,,,
asas-asas hukum pidana edisi revisi,dasar-dasar hukum pidana indonesia,kuhp dan kuhap: dilengkapi yurisprudensi mahkamah agung dan hoge raad edisi kelima,,,,,,,,,,,,,,,,,,,,,
refleksi sam santoso when i am getting older,,,,,,,,,,,,,,,,,,,,,,,
introduction to convective heat transfer analysis,introduction to thermodynamics classical & statistical  second edition,,,,,,,,,,,,,,,,,,,,,,
ilustrasi konstruksi bangunan edisi kelima,,,,,,,,,,,,,,,,,,,,,,,
teori dan soal-soal genetika,,,,,,,,,,,,,,,,,,,,,,,
kimia organik,kimia organik edisi ketiga jilid 2,kimia organik: edisi ketiga jilid 1,schaums outlines: persamaan diferensial edisi ketiga,,,,,,,,,,,,,,,,,,,,
pengantar sistem komputer: edisi revisi,the complete ideals guides: motivational leadership surefire strategies for encouraging cooperation,,,,,,,,,,,,,,,,,,,,,,
ilmu kesehatan masyarakat : teori dan aplikasi,,,,,,,,,,,,,,,,,,,,,,,
sears dan zemansky: fisika universitas: edisi kesepuluh jilid 2,,,,,,,,,,,,,,,,,,,,,,,
penelitian desain dan pengembangan kependidikan (konsep prosedur dan sintesis pengetahuan baru),,,,,,,,,,,,,,,,,,,,,,,
hukum pajak edisi 3,pokok-pokok sosiologi hukum,,,,,,,,,,,,,,,,,,,,,,
sosiologi kontemporer,,,,,,,,,,,,,,,,,,,,,,,
marine biology: an ecological approach,,,,,,,,,,,,,,,,,,,,,,,
hukum administrasi negara edisi revisi,,,,,,,,,,,,,,,,,,,,,,,
makroekonomi: teori pengantar edisi ketiga,,,,,,,,,,,,,,,,,,,,,,,
dinamika negara hukum: relasi negara hukum dan masyarakat di indonesia,,,,,,,,,,,,,,,,,,,,,,,
schaums outline of teori dan soal- soal kimia untuk pemula ( edisi ketiga ),,,,,,,,,,,,,,,,,,,,,,,
biologi,,,,,,,,,,,,,,,,,,,,,,,
proses belajar mengajar,,,,,,,,,,,,,,,,,,,,,,,
gizi dan kesehatan masyarakat edisi revisi,pengantar kesehatan lingkungan,,,,,,,,,,,,,,,,,,,,,,
demokrasi deliberatif : menimbang ânegara hukumâ dan âruang publikâ dalam teori diskursus jurgen habermas,pengantar ilmu hukum,pengantar ilmu politik ( an introduction to political science ),photography life and the opposites,pokok-pokok sosiologi hukum,,,,,,,,,,,,,,,,,,,
fundamentals of nursing fundamental keperawatan (buku 2 edisi 7),,,,,,,,,,,,,,,,,,,,,,,
akuntansi biaya edisi 2,akuntansi syariah di indonesia: edisi 2 revisi,perpajakan indonesia buku 1 edisi 10,statistika untuk ekonomi dan keuangan modern edisi 3 buku 1,,,,,,,,,,,,,,,,,,,,
ayahku ( bukan ) pembohong,daftar alamat situs penghasil uang: dilengkapi tools pendukung,dasar-dasar teknik mesin,jack ma: sisi-sisi tak terduga sang godfather bisnis china,job interview in english: kiat berhasil dalam wawancara  kerja,pengantar turbin gas dan motor propulsi,the secret: rahasia,,,,,,,,,,,,,,,,,
politik pendidikan: kebudayaan kekuasaan dan pembebasan,pop-up: rumus matematika sma untuk kelas x xi dan xii,,,,,,,,,,,,,,,,,,,,,,
biologi dan lingkungan,biologi: edisi kedelapan jilid 1,,,,,,,,,,,,,,,,,,,,,,
ilmu pendidikan,psikologi pendidikan berbasis analisis empiris aplikatif edisi revisi,psikologi pendidikan: membantu siswa tumbuh dan berkembang edisi keenam jilid 1,sosiologi pendidikan,,,,,,,,,,,,,,,,,,,,
komunikasi korporat ( corporate communication ) edisi 5,,,,,,,,,,,,,,,,,,,,,,,
hukum perdata dalam sistem hukum nasional,,,,,,,,,,,,,,,,,,,,,,,
kurikulum tingkat satuan pendidikan : manajemen pelaksanaan dan kesiapan sekolah menyongsongnya,pembangunan desa berbasis data: analisis isu dan potensi desa di kabupaten humbang hasundutan (desa hutajulu desa sihikkit desa purba dolok desa sipituhuta desa simangaronsang desa marbun toruan),pengantar pendidikan,pengantar pendidikan ; telaah pendidikan secara global dan nasional,pokok- pokok antropologi budaya,,,,,,,,,,,,,,,,,,,
kimia dasar: prinsip-prinsip & aplikasi modern edisi kesembilan jilid 1,,,,,,,,,,,,,,,,,,,,,,,
bahan galian industri,,,,,,,,,,,,,,,,,,,,,,,
anak - anak minyak,difficult conversations; craft a clear message manage emotions focus on a solution,teori kepribadian: theories of personality buku 1 edisi 7,,,,,,,,,,,,,,,,,,,,,
ayahku ( bukan ) pembohong,principles and procedures of statistics a biometrical approach second edition,,,,,,,,,,,,,,,,,,,,,,
sang pemimpin: kumpulan cerpen sori siregar,,,,,,,,,,,,,,,,,,,,,,,
kapita selekta pendidikan pancasila ( untuk mahasiswa ) bagian i,,,,,,,,,,,,,,,,,,,,,,,
a quick and effective strategy to understand structure & written expression toefl test ( kupas tuntas strategi cepat & efektif memahami soal structure & written expression ),,,,,,,,,,,,,,,,,,,,,,,
akuntansi suatu pengantar edisi keempat buku 1,manajemen edisi kedelapan/ jilid 2,manajemen edisi kedelapan/jilid 1,matematika ekonomi dan bisnis,principles of economics (pengantar ekonomi mikro) edisi 3,statistika : untuk ekonomi dan keuangan modern edisi 3 buku 1,,,,,,,,,,,,,,,,,,
kimia organik,sears and zemansky: fisika universitas edisi kesepuluh jilid 1,,,,,,,,,,,,,,,,,,,,,,
kalkulus,,,,,,,,,,,,,,,,,,,,,,,
manajemen sumber daya manusia,,,,,,,,,,,,,,,,,,,,,,,
analisis tanah air dan jaringan tanaman,,,,,,,,,,,,,,,,,,,,,,,
hukum agraria & hak-hak atas tanah,hukum internasional : pengertian peranan dan fungsi dalam era dinamika global edisi ke-2 2005,hukum tata negara republik indonesia: pengertian hukum tata negara dan perkembangan pemerintahan indonesia sejak proklamasi kemerdekaan 1945 hingga kini edisi revisi 2008,,,,,,,,,,,,,,,,,,,,,
basic engineering,fisika teknik: buku acuan untuk siswa sekolah menengah kejuruan,,,,,,,,,,,,,,,,,,,,,,
konstruksi sosial media massa: kekuatan pengaruh media massa iklan televisi dan keputusan konsumen serta kritik terhadap peter l. berger & thomas luckmann,pengantar teori komunikasi : analisis dan aplikasi ( introducing communication theory: analysis and application ) buku 1 edisi 3,semiotika komunikasi,,,,,,,,,,,,,,,,,,,,,
java script,,,,,,,,,,,,,,,,,,,,,,,
matematika ekonomi dan bisnis,,,,,,,,,,,,,,,,,,,,,,,
patologi sosial  jilid 1,,,,,,,,,,,,,,,,,,,,,,,
belajar: dan faktor-faktor yang mempengaruhnya.,,,,,,,,,,,,,,,,,,,,,,,
menguak realitas hukum: rampai kolom dan artikel pilihan dalam bidang hukum,pengantar ilmu hukum,pokok-pokok sosiologi hukum,politik hukum di indonesia,rangkuman intisari ilmu hukum,sosiologi hukum,,,,,,,,,,,,,,,,,,
tokoh- tokoh gelap ( yang terlupakan ) dalam peristiwa g 30 s,,,,,,,,,,,,,,,,,,,,,,,
buku ajar anatomi dan fisiologi dasar : aplikasi model pembelajaran peta konsep,,,,,,,,,,,,,,,,,,,,,,,
ilmu fiqh dan usnul fiqih (sebuah pengantar) edisi revisi,kokoronotomo: i heart tokyo,makroekonomi: teori pengantar edisi ketiga,metode penelitian,metode penelitian kombinasi (mixed methods),pengantar bisnis: konsep strategi & kasus,teori ekonomi mikro: dilengkapi beberapa bentuk fungsi produksi,,,,,,,,,,,,,,,,,
komunikasi pembangunan perubahan sosial: perspektif dominan kaji ulang dan teori kritis,,,,,,,,,,,,,,,,,,,,,,,
the star thief,the sword in the stone,,,,,,,,,,,,,,,,,,,,,,
klasifikasi proses gaya & daya pemesinan buku 1: proses pemesinan,optimasi proses pemesinan: ongkos operasi buku 3,perkakas & sistem pemerkakasan: umur pahat cairan pendingin pemesinan buku 2,proses gerinda: proses pemesinan buku 4,,,,,,,,,,,,,,,,,,,,
kalkulus i,landasan psikologi proses pendidikan,pengantar pendidikan ; telaah pendidikan secara global dan nasional,sosiologi pendidikan; individu masyarakat dan pendidikan,,,,,,,,,,,,,,,,,,,,
100 poems from tang and song dynasties: cultural china,among the living and the dead: a tale of exile and homecoming on the war roads of europe,back to the lake : a reader and guide,florida reading,food science: the biochemistry of food and nutrition third edition,little women,perempuan selalu ingat kumpulan sajak: dian rennuati,photography life and the opposites,psikologi abnormal ; di dunia terus berubah edisi kesembilan jilid 2,psikologi sosial edisi ketiga belas jilid 1,secrets of indian gastronomy: a collection of traditional indian recipes,the best american short stories,the recipe club : a tale of food and friendship  a novel,,,,,,,,,,,
membangun masyarakat memberdayakan rakyat: kajian strategis pembangunan kesejahteraan sosial & pekerjaan sosial,psikologi sosial edisi 2,,,,,,,,,,,,,,,,,,,,,,
dasar-dasar ekonometrika: basic econometrics edisi 5 buku 1,ekonomi manajerial:  pembuatan keputusan bisnis,ekonomi pembangunan dan perencanaan,pengantar ilmu ekonomi (mikroekonomi & makroekonomi) edisi revisi,remaja dan media,,,,,,,,,,,,,,,,,,,
hukum internasional: pengertian peranan dan fungsi dalam era dinamika global,,,,,,,,,,,,,,,,,,,,,,,
farmakologi dan toksikologi edisi 3,,,,,,,,,,,,,,,,,,,,,,,
dasar-dasar manajemen,,,,,,,,,,,,,,,,,,,,,,,
dasar-dasar matematika ekonomi edisi keempat jilid 1,pengantar bisnis edisi kesepuluh,,,,,,,,,,,,,,,,,,,,,,
evaluasi kinerja sdm,schaums outlines: persamaan diferensial: edisi ketiga,,,,,,,,,,,,,,,,,,,,,,
human relation & public relation,komunikasi korporat ( corporate communication ) edisi 5,komunikasi pembangunan perubahan sosial: perspektif dominan kaji ulang dan teori kritis,konstruksi sosial media massa: kekuatan pengaruh media massa iklan televisi dan keputusan konsumen serta kritik terhadap peter l. berger & thomas luckmann,pokok-pokok teori sistem,regional autonomy and socio-economic development in indonesia- a multidimensional analysis-,senjatanya orang-orang yang kalah,teori komunikasi: theories of human communication edisi 9,the essence of organizational behaviour : perilaku organisasi,,,,,,,,,,,,,,,
komunikasi bisnis edisi ketiga,pengantar akuntansi (berbasis sak etap) buku 2,,,,,,,,,,,,,,,,,,,,,,
kalkulus: edisi kesembilan jilid 2,kimia organik: edisi ketiga jilid 1,schaums outlines: fisika universitas: edisi kesepuluh,,,,,,,,,,,,,,,,,,,,,
ilmu gizi untuk keperawatan dan gizi kesehatan  medical book,pangan dan gizi untuk kesehatan,,,,,,,,,,,,,,,,,,,,,,
komunikasi : komunikasi dn hubungan masyarakat,komunikasi: komunikasi & hubungan masyarakat,,,,,,,,,,,,,,,,,,,,,,
aljabar linear elementer edisi kelima,,,,,,,,,,,,,,,,,,,,,,,
managerial economics ekonomi manajerial dalam perekonomian global buku 2 edisi kelima,managerial economics; ekonomi manajerial dalam perekonomian global buku 1 edisi kelima,,,,,,,,,,,,,,,,,,,,,,
dasar-dasar ekonometrika: basic econometrics edisi 5 buku 1,dasar-dasar ekonometrika: basic econometrics edisi 5 buku2,pembangunan ekonomi 2 edisi kelima,,,,,,,,,,,,,,,,,,,,,
biologi,fisika: untuk sains dan teknik; jilid 1,schaums outline : kimia untuk pemula edisi ketiga,,,,,,,,,,,,,,,,,,,,,
asuhan keperawatan pada klien dengan gangguan sistem pernapasan (edisi 2),,,,,,,,,,,,,,,,,,,,,,,
service with a smile,,,,,,,,,,,,,,,,,,,,,,,
kalkulus: edisi kedelapan jilid 1,,,,,,,,,,,,,,,,,,,,,,,
kalkulus: edisi kesembilan jilid 2,matematika diskrit,metode numerik revisi ketiga,schaums outlines: persamaan diferensial edisi ketiga,,,,,,,,,,,,,,,,,,,,
konsep negara demokrasi,,,,,,,,,,,,,,,,,,,,,,,
buku praktis bahasa indonesia 1,cermat berbahasa indonesia: untuk perguruan tinggi,penggunaan bahasa indonesia dalam akta notaris,penyuntingan bahasa indonesia untuk karang-mengarang,tata kalimat bahasa indonesia,,,,,,,,,,,,,,,,,,,
dasar-dasar fisiologi tumbuhan,,,,,,,,,,,,,,,,,,,,,,,
hukum acara peradilan tata usaha negara,,,,,,,,,,,,,,,,,,,,,,,
promosi kesehatan dan perilaku kesehatan,,,,,,,,,,,,,,,,,,,,,,,
midwinter break,,,,,,,,,,,,,,,,,,,,,,,
cara cerdas menguasai eviews,dasar-dasar ekonomi wilayah edisi  2,economics: pengantar mikro dan makro edisi 5,ekonomi  pembangunan dan perencanaan,ekonomi tata ruang wilayah,ekonomika makro,makro-ekonomi : edisi keempat belas,pembangunan ekonomi edisi kesebelas jilid i,pengantar ekonomi makro edisi 7,pengantar perencanaan wilayah dan kota,,,,,,,,,,,,,,
astronomi dasar,etika administrasi negara,pokok- pokok administrasi publik & implementasinya,smart tenses: cara mudah belajar 16 tenses,,,,,,,,,,,,,,,,,,,,
